user_id,age,gender,signup_date,last_active_date,average_watch_hours,mobile_app_usage_pct,complaints_raised,received_promotions,referred_by_friend,is_churned,monthly_fee,tenure_days,is_loyal,country_France,country_Germany,country_India,country_UK,country_USA,country_Unknown,subscription_type_Premium,subscription_type_Standard,subscription_type_Unknown
1042.0,54.0,1,2022-05-12,2025-07-13,76.4,5.8,5.0,0.0,1.0,0.0,5.99,1158.0,True,False,False,False,True,False,False,False,False,False
1043.0,68.0,1,2024-02-24,2025-07-13,12.8,68.1,0.0,0.0,1.0,0.0,13.99,505.0,True,False,False,True,False,False,False,True,False,False
1044.0,24.0,0,2022-11-12,2025-07-13,50.1,46.7,3.0,0.0,1.0,0.0,9.99,974.0,True,False,False,False,False,True,False,False,True,False
1045.0,38.0,1,2024-01-22,2025-07-13,38.2,3.4,2.0,1.0,1.0,1.0,9.99,538.0,True,False,False,False,False,False,False,False,False,False
1046.0,26.0,1,2023-12-30,2025-07-13,27.9,97.0,1.0,1.0,0.0,1.0,5.99,561.0,True,False,False,True,False,False,False,False,False,False
1047.0,56.0,0,2025-05-02,2025-07-13,28.4,94.9,3.0,1.0,1.0,0.0,9.99,72.0,False,False,False,False,True,False,False,False,True,False
1048.0,35.0,1,2023-08-28,2025-07-13,33.3,51.3,3.0,0.0,0.0,0.0,9.99,685.0,True,False,False,False,False,True,False,True,False,False
1049.0,21.0,0,2022-09-19,2025-07-13,56.5,9.4,4.0,0.0,0.0,1.0,5.99,1028.0,True,False,False,True,False,False,False,False,False,False
1050.0,42.0,0,2024-06-26,2025-07-13,48.1,75.5,3.0,1.0,0.0,0.0,9.99,382.0,True,False,False,False,True,False,False,False,True,False
1051.0,31.0,2,2024-10-24,2025-07-13,37.0,49.2,5.0,1.0,1.0,0.0,5.99,262.0,True,False,False,False,False,True,False,False,False,False
1052.0,67.0,0,2023-01-23,2025-07-13,6.5,30.2,1.0,0.0,1.0,1.0,14.99,902.0,True,True,False,False,False,False,False,True,False,False
1053.0,26.0,1,1900-01-01,2025-07-13,6.7,49.1,1.0,1.0,1.0,0.0,10.99,547.0,False,False,True,False,False,False,False,False,True,False
1054.0,43.0,2,2022-11-13,2025-07-13,0.7,52.2,2.0,0.0,0.0,0.0,9.99,973.0,True,False,False,False,False,False,False,False,True,False
1055.0,19.0,0,2024-11-17,2025-07-13,77.4,56.3,2.0,1.0,0.0,0.0,13.99,238.0,True,False,False,False,True,False,False,True,False,False
1056.0,37.0,2,2023-12-10,2025-07-13,0.9,44.1,2.0,0.0,1.0,0.0,9.99,581.0,True,True,False,False,False,False,False,True,False,False
1750.5,45.0,1,2025-03-16,2025-07-13,8.7,60.6,5.0,0.0,0.0,1.0,5.99,119.0,False,False,False,False,True,False,False,False,False,False
1058.0,64.0,0,2025-02-28,2025-07-13,25.5,91.9,3.0,1.0,0.0,0.0,9.99,135.0,False,False,True,False,False,False,False,False,True,False
1059.0,24.0,1,2024-01-26,2025-07-13,64.7,36.2,3.0,1.0,0.0,0.0,5.99,534.0,True,False,True,False,False,False,False,False,False,False
1060.0,61.0,2,2024-12-26,2025-07-13,77.0,72.6,4.0,1.0,0.0,0.0,10.99,199.0,True,False,False,True,False,False,False,False,True,False
1061.0,25.0,0,2023-08-05,2025-07-13,63.3,89.4,5.0,1.0,0.0,0.0,5.99,708.0,True,False,False,False,False,False,False,False,False,False
1062.0,64.0,2,2025-12-07,2025-07-13,55.4,45.6,2.0,1.0,0.0,0.0,9.99,-147.0,False,False,False,False,False,False,False,False,True,False
1063.0,52.0,2,2022-10-30,2025-07-13,41.9,44.3,0.0,0.0,0.0,0.0,13.99,987.0,True,False,False,False,True,False,False,True,False,False
1064.0,31.0,0,2022-09-23,2025-07-13,7.4,60.2,4.0,1.0,0.0,1.0,5.99,1024.0,True,False,True,False,False,False,False,False,False,False
1065.0,34.0,2,2025-06-05,2025-07-13,76.7,59.1,0.0,0.0,1.0,0.0,10.99,38.0,False,False,False,False,False,False,False,False,True,False
1066.0,53.0,1,2023-03-07,2025-07-13,60.8,80.7,3.0,1.0,1.0,0.0,9.99,859.0,True,False,False,False,False,True,False,False,True,False
1067.0,67.0,2,2023-06-10,2025-07-13,51.3,47.6,4.0,0.0,0.0,0.0,5.99,764.0,True,False,False,False,False,False,False,False,False,False
1068.0,57.0,1,2022-11-14,2025-07-13,60.8,99.6,4.0,0.0,0.0,0.0,13.99,972.0,True,False,False,False,True,False,False,True,False,False
1069.0,21.0,1,2023-10-07,2025-07-13,58.1,5.9,1.0,0.0,0.0,1.0,13.99,645.0,True,True,False,False,False,False,False,True,False,False
1070.0,19.0,2,2022-12-17,2025-07-13,51.2,0.3,3.0,0.0,0.0,0.0,6.99,939.0,True,True,False,False,False,False,False,False,False,False
1071.0,23.0,1,2024-02-24,2025-07-13,78.5,64.0,3.0,0.0,0.0,1.0,5.99,505.0,True,False,False,False,False,False,False,False,False,False
1072.0,59.0,0,2023-09-18,2025-07-13,72.3,29.8,5.0,1.0,0.0,0.0,10.99,664.0,True,False,False,True,False,False,False,False,True,False
1073.0,21.0,1,2024-06-17,2025-07-13,51.9,24.0,4.0,0.0,1.0,0.0,9.99,391.0,True,False,True,False,False,False,False,False,True,False
1074.0,46.0,1,2025-03-27,2025-07-13,55.6,31.2,3.0,1.0,1.0,0.0,13.99,108.0,False,True,False,False,False,False,False,True,False,False
1075.0,35.0,1,2024-01-31,2025-07-13,4.6,25.6,4.0,0.0,0.0,0.0,13.99,529.0,True,False,False,False,True,False,False,True,False,False
1076.0,43.0,0,2023-03-23,2025-07-13,53.8,3.1,5.0,0.0,1.0,0.0,13.99,843.0,True,False,False,False,True,False,False,True,False,False
1077.0,61.0,0,2024-09-02,2025-07-13,4.0,97.2,5.0,0.0,1.0,1.0,5.99,314.0,True,False,True,False,False,False,False,False,False,False
1078.0,51.0,0,2024-01-16,2025-07-13,47.3,22.1,1.0,1.0,0.0,0.0,6.99,544.0,True,False,True,False,False,False,False,False,False,False
1079.0,27.0,2,2023-04-06,2025-07-13,79.9,73.4,4.0,0.0,1.0,1.0,5.99,829.0,True,False,True,False,False,False,False,False,False,False
1080.0,53.0,0,2025-05-20,2025-07-13,44.7,76.3,3.0,1.0,0.0,0.0,13.99,54.0,False,True,False,False,False,False,False,True,False,False
1081.0,31.0,1,2023-01-09,2025-07-13,38.1,92.9,3.0,0.0,1.0,0.0,14.99,916.0,True,False,False,False,True,False,False,True,False,False
1082.0,48.0,0,2025-08-07,2025-07-13,25.4,3.1,4.0,0.0,1.0,0.0,14.99,-25.0,False,False,True,False,False,False,False,True,False,False
1083.0,65.0,0,2025-09-06,2025-07-13,10.1,87.2,4.0,0.0,0.0,0.0,13.99,-55.0,False,True,False,False,False,False,False,True,False,False
1084.0,32.0,1,2025-04-15,2025-07-13,58.6,52.7,4.0,0.0,1.0,0.0,5.99,89.0,False,False,True,False,False,False,False,False,False,False
1085.0,25.0,2,2022-01-11,2025-07-13,15.8,63.3,2.0,1.0,0.0,0.0,9.99,1279.0,True,False,False,False,True,False,False,False,True,False
1086.0,31.0,0,2025-02-14,2025-07-13,9.7,64.4,3.0,0.0,1.0,0.0,6.99,149.0,False,False,False,False,True,False,False,False,False,False
1087.0,40.0,2,2025-03-26,2025-07-13,34.0,82.0,5.0,1.0,1.0,1.0,10.99,109.0,False,False,False,True,False,False,False,False,True,False
1088.0,57.0,2,2023-05-04,2025-07-13,63.7,33.3,3.0,1.0,1.0,0.0,10.99,801.0,True,False,False,False,False,False,False,False,True,False
1089.0,38.0,2,2024-10-20,2025-07-13,59.7,73.3,2.0,1.0,0.0,1.0,6.99,266.0,True,False,False,False,False,True,False,False,False,False
1090.0,33.0,1,2023-07-29,2025-07-13,4.9,52.9,4.0,1.0,0.0,1.0,5.99,715.0,True,False,False,False,True,False,False,False,False,False
1091.0,62.0,2,2023-03-24,2025-07-13,36.7,79.3,1.0,0.0,1.0,0.0,6.99,842.0,True,False,False,False,False,True,False,False,False,False
1092.0,35.0,2,2024-01-07,2025-07-13,42.0,99.1,4.0,0.0,1.0,0.0,13.99,553.0,True,False,False,True,False,False,False,True,False,False
1093.0,64.0,1,2024-02-23,2025-07-13,51.7,20.1,4.0,1.0,0.0,0.0,5.99,506.0,True,False,False,False,False,False,False,False,False,False
1094.0,41.0,2,2023-06-09,2025-07-13,52.2,99.5,2.0,1.0,0.0,0.0,13.99,765.0,True,True,False,False,False,False,False,True,False,False
1095.0,43.0,2,2025-03-04,2025-07-13,29.5,9.0,3.0,0.0,1.0,0.0,9.99,131.0,False,False,False,False,False,False,False,False,True,False
1096.0,42.0,1,2025-06-17,2025-07-13,45.1,0.2,4.0,0.0,1.0,1.0,6.99,26.0,False,False,False,False,False,False,False,False,False,False
1097.0,62.0,1,2024-11-25,2025-07-13,38.7,4.4,3.0,0.0,0.0,0.0,13.99,230.0,True,True,False,False,False,False,False,True,False,False
1098.0,58.0,0,2023-06-20,2025-07-13,70.9,34.2,0.0,1.0,0.0,0.0,14.99,754.0,True,False,False,True,False,False,False,True,False,False
1099.0,46.0,0,2025-11-06,2025-07-13,42.7,63.3,5.0,0.0,1.0,0.0,14.99,-116.0,False,False,True,False,False,False,False,True,False,False
1100.0,32.0,0,2023-11-29,2025-07-13,35.6,6.9,3.0,0.0,0.0,0.0,5.99,592.0,True,False,False,False,False,False,False,False,False,False
1101.0,62.0,2,2022-08-10,2025-07-13,32.7,0.6,1.0,1.0,1.0,0.0,9.99,1068.0,True,False,False,False,False,False,False,False,True,False
1102.0,18.0,2,2023-04-07,1900-01-01,46.0,93.7,5.0,0.0,1.0,0.0,6.99,547.0,False,False,False,True,False,False,False,False,False,False
1103.0,42.0,2,2022-01-09,2025-07-13,64.4,82.2,1.0,1.0,0.0,0.0,13.99,1281.0,True,False,True,False,False,False,False,True,False,False
1104.0,24.0,1,2023-11-16,2025-07-13,43.3,80.9,4.0,1.0,0.0,0.0,9.99,605.0,True,False,False,False,False,False,False,False,True,False
1105.0,26.0,2,2024-03-28,2025-07-13,53.1,88.4,5.0,1.0,1.0,0.0,10.99,472.0,True,False,False,False,False,False,False,False,True,False
1106.0,41.0,0,2023-02-09,2025-07-13,59.2,70.0,3.0,0.0,0.0,0.0,9.99,885.0,True,False,True,False,False,False,False,False,True,False
1107.0,18.0,1,2022-10-24,2025-07-13,41.9,10.4,5.0,1.0,1.0,0.0,9.99,993.0,True,False,False,False,True,False,False,False,True,False
1108.0,61.0,1,2023-06-06,2025-07-13,34.4,39.9,4.0,1.0,0.0,0.0,14.99,768.0,True,True,False,False,False,False,False,True,False,False
1109.0,25.0,1,2024-11-12,2025-07-13,70.2,72.3,2.0,1.0,1.0,0.0,13.99,243.0,True,False,False,False,True,False,False,True,False,False
1110.0,44.0,0,2023-11-14,2025-07-13,33.7,28.0,1.0,1.0,0.0,1.0,9.99,607.0,True,True,False,False,False,False,False,False,True,False
1111.0,28.0,0,2023-09-06,2025-07-13,37.2,68.7,4.0,1.0,1.0,0.0,9.99,676.0,True,True,False,False,False,False,False,False,False,True
1112.0,68.0,0,2025-04-27,2025-07-13,40.3,2.4,2.0,1.0,1.0,1.0,9.99,77.0,False,False,False,False,False,False,False,False,True,False
1113.0,34.0,1,2024-08-27,2025-07-13,0.5,30.6,5.0,0.0,0.0,0.0,10.99,320.0,True,True,False,False,False,False,False,False,True,False
1114.0,25.0,1,2024-03-19,2025-07-13,15.2,54.9,5.0,1.0,0.0,0.0,13.99,481.0,True,False,False,False,False,True,False,True,False,False
1115.0,52.0,2,2025-07-04,2025-07-13,31.0,63.2,4.0,0.0,0.0,1.0,9.99,9.0,False,False,True,False,False,False,False,False,True,False
1116.0,52.0,2,2024-06-25,2025-07-13,74.6,57.7,3.0,1.0,0.0,0.0,9.99,383.0,True,False,True,False,False,False,False,False,True,False
1117.0,50.0,0,2023-02-20,2025-07-13,6.1,69.8,5.0,1.0,1.0,1.0,9.99,874.0,True,False,False,False,False,True,False,False,False,False
1118.0,22.0,1,2023-08-29,2025-07-13,1.3,0.6,3.0,0.0,1.0,0.0,13.99,684.0,True,False,True,False,False,False,False,True,False,False
1119.0,59.0,2,2023-02-15,2025-07-13,4.7,10.1,3.0,0.0,1.0,0.0,9.99,879.0,True,False,False,True,False,False,False,False,True,False
1120.0,56.0,0,2023-01-08,2025-07-13,7.5,86.9,3.0,1.0,0.0,1.0,9.99,917.0,True,False,True,False,False,False,False,False,True,False
1121.0,58.0,0,2024-02-12,2025-07-13,3.5,68.2,0.0,1.0,1.0,0.0,6.99,517.0,True,False,True,False,False,False,False,False,False,False
1122.0,45.0,2,2024-10-28,2025-07-13,38.6,11.3,2.0,0.0,0.0,0.0,9.99,258.0,True,False,True,False,False,False,False,False,True,False
1123.0,24.0,0,2023-08-26,2025-07-13,46.7,84.2,2.0,0.0,1.0,0.0,9.99,687.0,True,True,False,False,False,False,False,False,True,False
1124.0,26.0,1,2025-07-01,2025-07-13,22.1,24.2,5.0,0.0,0.0,1.0,9.99,12.0,False,False,False,False,True,False,False,False,True,False
1125.0,25.0,0,2024-09-05,2025-07-13,32.2,47.8,5.0,0.0,1.0,1.0,6.99,311.0,True,False,False,True,False,False,False,False,False,False
1126.0,29.0,1,2025-05-01,2025-07-13,7.8,14.5,3.0,0.0,0.0,0.0,13.99,73.0,False,False,True,False,False,False,False,True,False,False
1127.0,51.0,1,2024-03-25,2025-07-13,27.2,71.0,0.0,1.0,1.0,1.0,5.99,475.0,True,False,False,True,False,False,False,False,False,False
1128.0,50.0,2,2024-01-27,2025-07-13,42.0,66.7,3.0,0.0,1.0,0.0,13.99,533.0,True,True,False,False,False,False,False,True,False,False
1129.0,65.0,2,2023-06-19,2025-07-13,58.7,21.1,0.0,1.0,1.0,0.0,5.99,755.0,True,False,False,True,False,False,False,False,False,False
1130.0,40.0,2,2023-02-13,2025-07-13,0.8,86.3,3.0,0.0,0.0,0.0,6.99,881.0,True,False,False,True,False,False,False,False,False,False
1131.0,41.0,0,2024-12-09,2025-07-13,37.7,40.1,1.0,1.0,0.0,0.0,9.99,216.0,True,False,False,False,False,True,False,False,True,False
1132.0,54.0,2,2024-08-18,2025-07-13,24.1,29.3,1.0,1.0,1.0,0.0,9.99,329.0,True,True,False,False,False,False,False,True,False,False
1133.0,52.0,2,2022-02-12,2025-07-13,68.3,15.2,4.0,1.0,1.0,0.0,9.99,1247.0,True,False,True,False,False,False,False,True,False,False
1134.0,61.0,0,2022-09-25,2025-07-13,57.4,26.6,3.0,1.0,0.0,0.0,13.99,1022.0,True,False,False,False,True,False,False,True,False,False
1135.0,57.0,2,2022-12-31,2025-07-13,47.3,2.2,5.0,1.0,0.0,0.0,14.99,925.0,True,False,False,False,True,False,False,True,False,False
1136.0,39.0,0,2023-08-03,2025-07-13,22.5,58.3,2.0,0.0,0.0,0.0,10.99,710.0,True,False,False,False,True,False,False,False,True,False
1137.0,44.0,0,2025-03-14,2025-07-13,72.9,84.2,4.0,0.0,1.0,0.0,10.99,121.0,False,False,False,False,True,False,False,False,True,False
1138.0,52.0,1,2023-03-19,2025-07-13,4.1,54.9,5.0,0.0,1.0,0.0,5.99,847.0,True,False,True,False,False,False,False,False,False,False
1139.0,18.0,1,2025-05-06,2025-07-13,9.2,21.9,1.0,0.0,0.0,1.0,5.99,68.0,False,False,False,False,True,False,False,False,False,False
1140.0,52.0,2,2024-04-29,2025-07-13,31.6,3.4,3.0,0.0,1.0,1.0,9.99,440.0,True,True,False,False,False,False,False,False,True,False
1141.0,54.0,0,2025-01-25,2025-07-13,10.4,21.5,4.0,0.0,0.0,0.0,6.99,169.0,False,True,False,False,False,False,False,False,False,False
1142.0,64.0,1,2022-10-20,2025-07-13,76.5,41.6,3.0,0.0,1.0,1.0,9.99,997.0,True,False,False,True,False,False,False,False,True,False
1143.0,31.0,1,2024-02-03,2025-07-13,63.9,76.0,1.0,1.0,0.0,0.0,13.99,526.0,True,False,False,False,False,True,False,True,False,False
1144.0,20.0,1,2024-02-26,2025-07-13,21.1,18.8,4.0,1.0,0.0,0.0,5.99,503.0,True,False,False,False,False,False,False,False,False,False
1145.0,18.0,1,2025-01-24,2025-07-13,47.3,72.0,1.0,0.0,1.0,1.0,9.99,170.0,False,False,False,False,True,False,False,False,True,False
1146.0,22.0,2,2024-10-07,2025-07-13,78.6,86.7,0.0,0.0,0.0,0.0,13.99,279.0,True,False,False,False,False,False,False,False,False,True
1147.0,43.0,1,2024-12-10,2025-07-13,70.8,45.4,1.0,1.0,0.0,1.0,13.99,215.0,True,False,False,False,False,False,False,True,False,False
1148.0,31.0,2,2023-08-08,2025-07-13,48.3,82.1,3.0,0.0,1.0,0.0,13.99,705.0,True,False,False,False,False,False,False,True,False,False
1149.0,56.0,0,2024-11-19,2025-07-13,72.3,55.5,2.0,1.0,1.0,1.0,9.99,236.0,True,False,False,True,False,False,False,False,True,False
1150.0,44.0,2,2022-07-31,2025-07-13,79.1,63.7,1.0,0.0,0.0,0.0,9.99,1078.0,True,True,False,False,False,False,False,False,True,False
1151.0,26.0,1,2025-04-06,2025-07-13,59.6,52.6,5.0,0.0,1.0,0.0,10.99,98.0,False,False,False,False,True,False,False,False,True,False
1152.0,32.0,0,2023-07-01,2025-07-13,5.7,46.3,2.0,1.0,0.0,0.0,13.99,743.0,True,False,True,False,False,False,False,True,False,False
1153.0,32.0,0,2025-07-06,2025-07-13,32.4,23.5,0.0,1.0,0.0,0.0,13.99,7.0,False,False,False,True,False,False,False,True,False,False
1154.0,43.0,2,2024-10-25,2025-07-13,67.1,30.3,4.0,0.0,1.0,0.0,14.99,261.0,True,True,False,False,False,False,False,True,False,False
1155.0,59.0,0,2023-01-09,2025-07-13,18.8,29.0,4.0,0.0,1.0,1.0,10.99,916.0,True,False,True,False,False,False,False,False,True,False
1156.0,30.0,2,2025-04-04,2025-07-13,66.5,56.3,2.0,0.0,1.0,0.0,9.99,100.0,False,True,False,False,False,False,False,False,True,False
1157.0,68.0,0,2023-12-24,2025-07-13,10.1,12.0,4.0,1.0,1.0,0.0,9.99,567.0,True,False,False,False,True,False,False,False,False,False
1158.0,49.0,2,2023-03-01,2025-07-13,4.2,91.7,1.0,0.0,0.0,0.0,9.99,865.0,True,False,False,True,False,False,False,True,False,False
1159.0,56.0,1,2023-12-10,2025-07-13,31.0,72.1,2.0,0.0,0.0,0.0,9.99,581.0,True,False,False,False,False,False,False,False,True,False
1160.0,66.0,2,2024-05-19,2025-07-13,3.4,40.1,3.0,0.0,0.0,1.0,5.99,420.0,True,False,False,True,False,False,False,False,False,False
1161.0,69.0,2,2023-03-16,2025-07-13,76.6,15.9,1.0,0.0,1.0,0.0,5.99,850.0,True,False,False,True,False,False,False,False,False,False
1162.0,49.0,1,2024-06-17,2025-07-13,66.2,88.2,1.0,0.0,1.0,0.0,13.99,391.0,True,False,False,False,True,False,False,True,False,False
1163.0,21.0,2,2022-07-19,2025-07-13,64.2,82.4,1.0,1.0,0.0,0.0,13.99,1090.0,True,False,False,False,False,False,False,True,False,False
1164.0,47.0,2,2023-08-27,2025-07-13,50.6,72.2,3.0,1.0,0.0,0.0,9.99,686.0,True,False,False,False,False,False,False,False,True,False
1165.0,54.0,0,2024-08-29,2025-07-13,17.7,27.2,0.0,1.0,0.0,1.0,6.99,318.0,True,False,False,False,False,True,False,False,False,False
1166.0,40.0,2,2023-04-17,2025-07-13,41.7,40.2,5.0,0.0,0.0,0.0,13.99,818.0,True,False,False,False,False,True,False,True,False,False
1167.0,56.0,0,2024-09-09,2025-07-13,48.0,10.3,4.0,0.0,1.0,0.0,13.99,307.0,True,True,False,False,False,False,False,True,False,False
1168.0,62.0,1,2022-12-26,2025-07-13,42.2,18.9,2.0,0.0,0.0,1.0,5.99,930.0,True,False,True,False,False,False,False,False,False,False
1169.0,32.0,0,2025-11-03,2025-07-13,21.2,78.3,0.0,0.0,0.0,1.0,14.99,-113.0,False,False,False,False,False,True,False,True,False,False
1170.0,60.0,0,2023-10-20,2025-07-13,41.5,71.5,2.0,0.0,1.0,0.0,5.99,632.0,True,False,False,False,True,False,False,False,False,False
1171.0,46.0,1,2025-01-04,2025-07-13,39.5,59.3,4.0,1.0,0.0,0.0,6.99,190.0,True,False,False,True,False,False,False,False,False,False
1172.0,53.0,0,2024-09-09,2025-07-13,79.7,89.6,3.0,1.0,1.0,0.0,13.99,307.0,True,False,False,False,False,False,False,True,False,False
1173.0,30.0,1,2025-02-14,2025-07-13,71.8,58.3,1.0,0.0,0.0,0.0,6.99,149.0,False,False,False,True,False,False,False,False,False,False
1174.0,49.0,2,2023-05-18,2025-07-13,37.3,46.7,1.0,1.0,0.0,1.0,9.99,787.0,True,False,False,False,True,False,False,False,False,False
1175.0,24.0,2,2023-08-03,2025-07-13,50.0,34.0,3.0,0.0,1.0,0.0,9.99,710.0,True,False,False,True,False,False,False,False,True,False
1176.0,68.0,0,2024-02-14,2025-07-13,60.0,94.0,0.0,0.0,0.0,0.0,9.99,515.0,True,False,False,False,False,False,False,False,False,False
1177.0,39.0,2,2023-03-21,2025-07-13,3.3,8.3,0.0,0.0,1.0,0.0,13.99,845.0,True,False,False,False,False,True,False,True,False,False
